0.5 	28373.3
0.515152 	27296.9
0.530303 	26220.4
0.545455 	25144
0.560606 	23704.9
0.575758 	22110.5
0.590909 	20516
0.606061 	19162.1
0.621212 	18168.9
0.636364 	17175.7
0.651515 	16218.3
0.666667 	15583.2
0.681818 	14948.1
0.69697 	14313.1
0.712121 	13850
0.727273 	13429.9
0.742424 	13009.9
0.757576 	12656.7
0.772727 	12370.4
0.787879 	12084.1
0.80303 	11814.9
0.818182 	11614.6
0.833333 	11414.3
0.848485 	11214
0.863636 	11064.9
0.878788 	10921.6
0.893939 	10778.2
0.909091 	10658.2
0.924242 	10553.8
0.939394 	10449.5
0.954545 	10353
0.969697 	10274.9
0.984848 	10196.9
1 	10118.8
1.01515 	10056.1
1.0303 	9993.34
1.04545 	9930.61
1.06061 	9874.61
1.07576 	9821.5
1.09091 	9768.39
1.10606 	9718.54
1.12121 	9673.57
1.13636 	9628.61
1.15152 	9584.26
1.16667 	9545.45
1.18182 	9506.65
1.19697 	9467.84
1.21212 	9432.38
1.22727 	9397.76
1.24242 	9363.14
1.25758 	9329.8
1.27273 	9297.73
1.28788 	9265.66
1.30303 	9233.84
1.31818 	9203.01
1.33333 	9172.18
1.34848 	9141.35
1.36364 	9110.67
1.37879 	9080.02
1.39394 	9049.36
1.40909 	9018.26
1.42424 	8986.87
1.43939 	8955.48
1.45455 	8923.63
1.4697 	8890.7
1.48485 	8857.77
1.5 	8824.84
1.51515 	8789.58
1.5303 	8754.33
1.54545 	8719.08
1.56061 	8681.65
1.57576 	8643.28
1.59091 	8604.92
1.60606 	8564.97
1.62121 	8522.66
1.63636 	8480.35
1.65152 	8437.55
1.66667 	8390.35
1.68182 	8343.15
1.69697 	8295.95
1.71212 	8243.98
1.72727 	8190.83
1.74242 	8137.68
1.75758 	8080.94
1.77273 	8020.63
1.78788 	7960.31
1.80303 	7898.31
1.81818 	7829.57
1.83333 	7760.84
1.84848 	7692.1
1.86364 	7615.11
1.87879 	7537.2
1.89394 	7459.29
1.90909 	7377.57
1.92424 	7293.31
1.93939 	7209.04
1.95455 	7136.88
1.9697 	7092.96
1.98485 	7049.04
2 	7005.12
