0.5 	27890.6
0.515152 	26840.4
0.530303 	25790.2
0.545455 	24739.9
0.560606 	23335.6
0.575758 	21779.6
0.590909 	20223.6
0.606061 	18902.1
0.621212 	17932.2
0.636364 	16962.3
0.651515 	16027.4
0.666667 	15406.7
0.681818 	14786
0.69697 	14165.3
0.712121 	13712.6
0.727273 	13301.8
0.742424 	12891
0.757576 	12545.6
0.772727 	12265.7
0.787879 	11985.7
0.80303 	11722.6
0.818182 	11526.9
0.833333 	11331.3
0.848485 	11135.6
0.863636 	10990.2
0.878788 	10850.5
0.893939 	10710.8
0.909091 	10594.1
0.924242 	10492.8
0.939394 	10391.4
0.954545 	10297.9
0.969697 	10222.6
0.984848 	10147.2
1 	10071.9
1.01515 	10011.8
1.0303 	9951.73
1.04545 	9891.66
1.06061 	9838.29
1.07576 	9787.79
1.09091 	9737.29
1.10606 	9690
1.12121 	9647.53
1.13636 	9605.05
1.15152 	9563.19
1.16667 	9526.81
1.18182 	9490.43
1.19697 	9454.05
1.21212 	9421.02
1.22727 	9388.83
1.24242 	9356.64
1.25758 	9325.77
1.27273 	9296.2
1.28788 	9266.63
1.30303 	9237.34
1.31818 	9209.14
1.33333 	9180.94
1.34848 	9152.74
1.36364 	9124.85
1.37879 	9096.98
1.39394 	9069.12
1.40909 	9040.94
1.42424 	9012.55
1.43939 	8984.15
1.45455 	8955.36
1.4697 	8925.64
1.48485 	8895.91
1.5 	8866.19
1.51515 	8834.39
1.5303 	8802.58
1.54545 	8770.78
1.56061 	8736.99
1.57576 	8702.34
1.59091 	8667.69
1.60606 	8631.58
1.62121 	8593.28
1.63636 	8554.98
1.65152 	8516.23
1.66667 	8473.38
1.68182 	8430.53
1.69697 	8387.68
1.71212 	8340.39
1.72727 	8291.98
1.74242 	8243.58
1.75758 	8191.81
1.77273 	8136.69
1.78788 	8081.57
1.80303 	8024.86
1.81818 	7961.77
1.83333 	7898.68
1.84848 	7835.59
1.86364 	7764.61
1.87879 	7692.74
1.89394 	7620.88
1.90909 	7545.27
1.92424 	7467.17
1.93939 	7389.06
1.95455 	7322.18
1.9697 	7281.46
1.98485 	7240.74
2 	7200.03
