0.5 	28505.5
0.515152 	27421.9
0.530303 	26338.3
0.545455 	25254.8
0.560606 	23806.2
0.575758 	22201.3
0.590909 	20596.4
0.606061 	19233.6
0.621212 	18234
0.636364 	17234.5
0.651515 	16271
0.666667 	15632
0.681818 	14993
0.69697 	14354
0.712121 	13888.1
0.727273 	13465.4
0.742424 	13042.8
0.757576 	12687.5
0.772727 	12399.4
0.787879 	12111.4
0.80303 	11840.6
0.818182 	11639
0.833333 	11437.5
0.848485 	11235.9
0.863636 	11085.8
0.878788 	10941.4
0.893939 	10797
0.909091 	10676.1
0.924242 	10570.9
0.939394 	10465.7
0.954545 	10368.4
0.969697 	10289.5
0.984848 	10210.7
1 	10131.9
1.01515 	10068.4
1.0303 	10005
1.04545 	9941.49
1.06061 	9884.76
1.07576 	9830.92
1.09091 	9777.07
1.10606 	9726.5
1.12121 	9680.83
1.13636 	9635.16
1.15152 	9590.11
1.16667 	9550.62
1.18182 	9511.13
1.19697 	9471.64
1.21212 	9435.49
1.22727 	9400.19
1.24242 	9364.88
1.25758 	9330.84
1.27273 	9298.06
1.28788 	9265.28
1.30303 	9232.74
1.31818 	9201.17
1.33333 	9169.6
1.34848 	9138.02
1.36364 	9106.57
1.37879 	9075.12
1.39394 	9043.68
1.40909 	9011.77
1.42424 	8979.54
1.43939 	8947.32
1.45455 	8914.61
1.4697 	8880.78
1.48485 	8846.95
1.5 	8813.13
1.51515 	8776.91
1.5303 	8740.7
1.54545 	8704.48
1.56061 	8666.05
1.57576 	8626.66
1.59091 	8587.26
1.60606 	8546.26
1.62121 	8502.84
1.63636 	8459.42
1.65152 	8415.51
1.66667 	8367.11
1.68182 	8318.72
1.69697 	8270.32
1.71212 	8217.09
1.72727 	8162.64
1.74242 	8108.19
1.75758 	8050.1
1.77273 	7988.37
1.78788 	7926.64
1.80303 	7863.21
1.81818 	7792.94
1.83333 	7722.68
1.84848 	7652.42
1.86364 	7573.8
1.87879 	7494.27
1.89394 	7414.73
1.90909 	7331.36
1.92424 	7245.44
1.93939 	7159.51
1.95455 	7085.94
1.9697 	7041.15
1.98485 	6996.37
2 	6951.59
