0.5 	25989.6
0.515152 	25045.6
0.530303 	24101.5
0.545455 	23157.4
0.560606 	21893.6
0.575758 	20492.7
0.590909 	19091.9
0.606061 	17900.8
0.621212 	17024.5
0.636364 	16148.2
0.651515 	15303.2
0.666667 	14739.9
0.681818 	14176.6
0.69697 	13613.3
0.712121 	13201.4
0.727273 	12827.4
0.742424 	12453.4
0.757576 	12138.8
0.772727 	11883.7
0.787879 	11628.6
0.80303 	11389
0.818182 	11211.2
0.833333 	11033.5
0.848485 	10855.7
0.863636 	10724.7
0.878788 	10598.9
0.893939 	10473.1
0.909091 	10368.9
0.924242 	10279
0.939394 	10189.2
0.954545 	10106.7
0.969697 	10041.5
0.984848 	9976.21
1 	9910.96
1.01515 	9860.48
1.0303 	9810.01
1.04545 	9759.53
1.06061 	9715.51
1.07576 	9674.24
1.09091 	9632.98
1.10606 	9594.7
1.12121 	9560.88
1.13636 	9527.07
1.15152 	9493.83
1.16667 	9465.75
1.18182 	9437.67
1.19697 	9409.59
1.21212 	9384.86
1.22727 	9360.96
1.24242 	9337.06
1.25758 	9314.61
1.27273 	9293.62
1.28788 	9272.63
1.30303 	9252.02
1.31818 	9232.92
1.33333 	9213.82
1.34848 	9194.72
1.36364 	9176.56
1.37879 	9158.5
1.39394 	9140.44
1.40909 	9122.56
1.42424 	9104.81
1.43939 	9087.05
1.45455 	9069.19
1.4697 	9051.05
1.48485 	9032.92
1.5 	9014.78
1.51515 	8995.63
1.5303 	8976.48
1.54545 	8957.33
1.56061 	8937.01
1.57576 	8916.19
1.59091 	8895.38
1.60606 	8873.63
1.62121 	8850.49
1.63636 	8827.35
1.65152 	8803.92
1.66667 	8777.78
1.68182 	8751.64
1.69697 	8725.5
1.71212 	8696.39
1.72727 	8666.54
1.74242 	8636.68
1.75758 	8604.52
1.77273 	8570.05
1.78788 	8535.58
1.80303 	8499.96
1.81818 	8459.72
1.83333 	8419.47
1.84848 	8379.22
1.86364 	8332.87
1.87879 	8285.84
1.89394 	8238.8
1.90909 	8188.53
1.92424 	8136.09
1.93939 	8083.65
1.95455 	8038.78
1.9697 	8011.55
1.98485 	7984.32
2 	7957.09
